layer_idx,matrix_type,mass_0.05,mass_0.10,mass_0.15,mass_0.20,mass_0.25,mass_0.30,sv_max,sv_min,sv_mean,condition_number
0,mlp.down_proj,0.010286333970725536,0.02730449289083481,0.04709915071725845,0.0698026493191719,0.09552080184221268,0.12447746098041534,7.122738361358643,0.5320677757263184,2.5444207191467285,13.386900901794434
0,mlp.gate_proj,0.0006802794523537159,0.0031730523332953453,0.006857241503894329,0.012471016496419907,0.021001704037189484,0.03351554647088051,12.876564025878906,0.10917598009109497,2.4337668418884277,117.94319915771484
0,mlp.up_proj,0.0008745352388359606,0.004458500538021326,0.009931658394634724,0.018033212050795555,0.029597634449601173,0.04559162259101868,6.031651020050049,0.12080691009759903,2.2072200775146484,49.92802810668945
0,self_attn.k_proj,0.0030186334624886513,0.009828085079789162,0.0213684793561697,0.0418122336268425,0.07192367315292358,0.10821915417909622,4.124722003936768,0.23041945695877075,2.1939537525177,17.900928497314453
0,self_attn.o_proj,9.769648022484034e-05,0.0009064151090569794,0.0033392433542758226,0.008864764124155045,0.0189215000718832,0.034404318779706955,4.125863075256348,0.001763531705364585,0.8486689329147339,2339.545654296875
0,self_attn.q_proj,3.5466484405333176e-05,0.00031586276600137353,0.0011091821361333132,0.0027734762988984585,0.005671665538102388,0.010253881104290485,14.690140724182129,9.426510223420337e-05,1.2631635665893555,155838.59375
0,self_attn.v_proj,0.017855294048786163,0.04471803829073906,0.07325959205627441,0.10714356601238251,0.14350923895835876,0.18233810365200043,1.1091926097869873,0.19813470542430878,0.7341753244400024,5.598174095153809
1,mlp.down_proj,1.5987536983175232e-07,1.0046073839475866e-06,2.407341753496439e-06,4.480112693272531e-06,8.634715413791128e-06,3.923621989088133e-05,11.310844421386719,0.0001803308550734073,0.6647276282310486,62722.734375
1,mlp.gate_proj,2.69677702391391e-08,2.8241086624802847e-07,7.892739404269378e-07,1.7355430372845149e-06,4.206217454338912e-06,2.3623202650924213e-05,11.752164840698242,0.00012809623149223626,0.8709677457809448,91744.8125
1,mlp.up_proj,1.3412633670384366e-08,9.906705145112937e-08,2.333841990775909e-07,4.2896201080111496e-07,8.718597541701456e-07,5.7141733122989535e-06,11.502104759216309,8.371648436877877e-05,0.6046707034111023,137393.546875
