layer_idx,matrix_type,mass_0.05,mass_0.10,mass_0.15,mass_0.20,mass_0.25,mass_0.30,sv_max,sv_min,sv_mean,condition_number
0,mlp.down_proj,0.010230056010186672,0.02653742954134941,0.045897021889686584,0.0686233788728714,0.09437357634305954,0.12336660176515579,7.12498140335083,0.5232512354850769,2.5415937900543213,13.616750717163086
0,mlp.gate_proj,0.000662894977722317,0.00304098566994071,0.006689701694995165,0.012304848991334438,0.02083750069141388,0.03335372358560562,12.87675666809082,0.10862042754888535,2.4326908588409424,118.54820251464844
0,mlp.up_proj,0.0008528108010068536,0.004283002112060785,0.009706835262477398,0.017810296267271042,0.02937786839902401,0.0453750416636467,6.031184196472168,0.118978351354599,2.20613956451416,50.69144058227539
0,self_attn.k_proj,0.0030186327639967203,0.00981228705495596,0.021346457302570343,0.04179427772760391,0.0719011127948761,0.10819140821695328,4.1256232261657715,0.23076903820037842,2.1938939094543457,17.877716064453125
0,self_attn.o_proj,9.892544039757922e-05,0.000899438455235213,0.0033306574914604425,0.008857299573719501,0.01891608163714409,0.03439927101135254,4.1257853507995605,0.00010768564970931038,0.848626971244812,38313.234375
0,self_attn.q_proj,3.578130417736247e-05,0.00031313690124079585,0.0011059660464525223,0.0027700699865818024,0.005668412894010544,0.010251014493405819,14.689059257507324,3.4802649224729976e-06,1.2630982398986816,4220672.5
0,self_attn.v_proj,0.01787298172712326,0.04477222263813019,0.07331093400716782,0.10719228535890579,0.14355680346488953,0.18238821625709534,1.1095678806304932,0.19805331528186798,0.7341877222061157,5.602369785308838
1,mlp.down_proj,1.8601335227685922e-07,9.655971098254668e-07,2.180997171308263e-06,4.191689640720142e-06,8.335760867339559e-06,3.893004759447649e-05,11.31045913696289,0.0002242738555651158,0.6646730303764343,50431.46484375
1,mlp.gate_proj,2.6066969027738196e-08,2.1180677833854133e-07,6.330533324216958e-07,1.5615440815963666e-06,4.025504040328087e-06,2.3444768885383382e-05,11.751611709594727,0.00014676814316771924,0.8708911538124084,80069.2265625
1,mlp.up_proj,6.3290319651798654e-09,5.2821700791128023e-08,1.3739763460307586e-07,2.929312472588208e-07,7.113119409041246e-07,5.55089718545787e-06,11.501665115356445,8.560888818465173e-05,0.604582667350769,134351.296875
1,self_attn.k_proj,0.0005558421253226697,0.0027368490118533373,0.006968680303543806,0.013846143148839474,0.0232011079788208,0.03521360084414482,4.970131874084473,0.05700397118926048,1.6440929174423218,87.18922424316406
1,self_attn.o_proj,4.114241892239079e-05,0.0003917236754205078,0.0013773874379694462,0.0033979264553636312,0.006835600361227989,0.012117591686546803,4.280646324157715,0.0002176014386350289,0.7949804067611694,19671.95703125
1,self_attn.q_proj,4.0279664972331375e-06,7.106453995220363e-05,0.00032822630601003766,0.0009458276908844709,0.0021202987991273403,0.004114119801670313,7.406022548675537,5.7225392083637416e-05,0.9110886454582214,129418.46875
1,self_attn.v_proj,0.01420589629560709,0.036666564643383026,0.06129683926701546,0.09131171554327011,0.1243756040930748,0.16058601438999176,1.210720419883728,0.20307061076164246,0.814340353012085,5.962066173553467
10,mlp.down_proj,0.010119828395545483,0.02696535550057888,0.046929966658353806,0.06990735232830048,0.09556705504655838,0.12410343438386917,8.442654609680176,0.3794184923171997,2.4342217445373535,22.251564025878906
10,mlp.gate_proj,0.011023410595953465,0.02834944613277912,0.04819468781352043,0.07074712961912155,0.0956791490316391,0.12326173484325409,15.31353759765625,0.1756959855556488,3.0390543937683105,87.15929412841797
10,mlp.up_proj,0.012099403887987137,0.03256292641162872,0.05587770417332649,0.08216999471187592,0.11114747077226639,0.14308393001556396,5.125722885131836,0.170575350522995,2.534543514251709,30.049610137939453
10,self_attn.k_proj,0.0022240672260522842,0.00758198881521821,0.015342001803219318,0.02688976749777794,0.04183192178606987,0.060475606471300125,2.453460216522217,0.16006679832935333,1.1324893236160278,15.327727317810059
10,self_attn.o_proj,3.779968756134622e-05,0.000313432770781219,0.0010699835838750005,0.0026172304060310125,0.005249655339866877,0.009354005567729473,3.999018669128418,7.63765347073786e-05,0.8653688430786133,52359.2578125
10,self_attn.q_proj,3.258122524130158e-05,0.0002756398171186447,0.0009610917768441141,0.0023708839435130358,0.004797343630343676,0.008598530665040016,5.093661785125732,0.00011390609870431945,0.898650586605072,44718.078125
10,self_attn.v_proj,0.018199995160102844,0.04373225197196007,0.07052038609981537,0.10236210376024246,0.13700492680072784,0.17422610521316528,1.8139498233795166,0.4575655460357666,1.1974209547042847,3.9643497467041016
11,mlp.down_proj,0.00986188929527998,0.026585521176457405,0.046604931354522705,0.06986413151025772,0.09597565978765488,0.12505608797073364,10.122910499572754,0.42592674493789673,2.5099146366119385,23.766788482666016
11,mlp.gate_proj,0.010533435270190239,0.02720574662089348,0.046327926218509674,0.06808722019195557,0.09221187233924866,0.11895903199911118,15.064274787902832,0.4896181523799896,2.931063413619995,30.76739501953125
