layer_idx,matrix_type,mass_0.05,mass_0.10,mass_0.15,mass_0.20,mass_0.25,mass_0.30,sv_max,sv_min,sv_mean,condition_number
0,mlp.down_proj,0.0102645643055439,0.026867376640439034,0.046365655958652496,0.06908277422189713,0.09482194483280182,0.12380243837833405,7.126176834106445,0.5277640223503113,2.5427300930023193,13.502581596374512
0,mlp.gate_proj,0.0006680223159492016,0.0030866425950080156,0.006748718675225973,0.012363800778985023,0.020895831286907196,0.03341066092252731,12.876811981201172,0.10860951989889145,2.4330525398254395,118.56062316894531
0,mlp.up_proj,0.0008598463609814644,0.0043435306288301945,0.009786400012671947,0.0178891122341156,0.029455404728651047,0.04545137658715248,6.031620025634766,0.11953115463256836,2.206517457962036,50.46065139770508
0,self_attn.k_proj,0.003021491225808859,0.009832732379436493,0.021367313340306282,0.04181506484746933,0.07192362844944,0.1082158088684082,4.125658988952637,0.23087558150291443,2.1939632892608643,17.86962127685547
0,self_attn.o_proj,9.85732622211799e-05,0.0009019090211950243,0.0033340039663016796,0.008860580623149872,0.018918946385383606,0.03440322354435921,4.125783920288086,0.00020102254347875714,0.8486558198928833,20523.986328125
0,self_attn.q_proj,3.5679251595865935e-05,0.0003139156324323267,0.001106885145418346,0.002771188970655203,0.005669132806360722,0.010251270607113838,14.689506530761719,7.600331446155906e-05,1.2631475925445557,193274.546875
0,self_attn.v_proj,0.017878640443086624,0.04477347806096077,0.07331787049770355,0.10719804465770721,0.14356254041194916,0.18239158391952515,1.1095396280288696,0.19832919538021088,0.7342206239700317,5.5944342613220215
1,mlp.down_proj,1.6482225362324243e-07,9.532388389743573e-07,2.2379826987162232e-06,4.2734686758194584e-06,8.423182407568675e-06,3.901896707247943e-05,11.310611724853516,0.00022546226682607085,0.6646924614906311,50166.31640625
1,mlp.gate_proj,2.7853717554648938e-08,2.1206160738529434e-07,6.52765436370828e-07,1.5846331962166005e-06,4.050289135193452e-06,2.346955079701729e-05,11.751935005187988,0.0001428533432772383,0.8709182739257812,82265.734375
1,mlp.up_proj,6.26667251424351e-09,6.00973137920846e-08,1.5669155573050375e-07,3.1945066325533844e-07,7.424375212394807e-07,5.582970516115893e-06,11.501718521118164,7.74995205574669e-05,0.6046105027198792,148410.1875
1,self_attn.k_proj,0.0005560488789342344,0.002736338647082448,0.0069692558608949184,0.013848534785211086,0.023205066099762917,0.03521917760372162,4.969383716583252,0.056913506239652634,1.6441147327423096,87.31466674804688
1,self_attn.o_proj,4.106902997591533e-05,0.00039262307109311223,0.0013785482151433825,0.003399059409275651,0.006836804561316967,0.012118511833250523,4.280792236328125,0.00037768183392472565,0.7950348854064941,11334.3876953125
1,self_attn.q_proj,4.013269062852487e-06,7.113278115866706e-05,0.0003282969701103866,0.0009459101711399853,0.0021202610805630684,0.0041138846427202225,7.406315326690674,8.270058606285602e-05,0.9111233949661255,89555.78125
1,self_attn.v_proj,0.014204171486198902,0.03665611520409584,0.061289455741643906,0.09130363166332245,0.12437069416046143,0.16058219969272614,1.21159827709198,0.20363426208496094,0.8143482804298401,5.949874401092529
10,mlp.down_proj,0.01015384029597044,0.027270251885056496,0.04736977815628052,0.07033710926771164,0.09598513692617416,0.12451119720935822,8.441019058227539,0.3816617429256439,2.4352474212646484,22.116493225097656
10,mlp.gate_proj,0.011018895544111729,0.02858644351363182,0.0485709086060524,0.07114338129758835,0.09608371555805206,0.12365967780351639,15.313116073608398,0.17661798000335693,3.0402469635009766,86.70191192626953
10,mlp.up_proj,0.01208198256790638,0.03282196819782257,0.05632450804114342,0.08262527734041214,0.11158854514360428,0.14350849390029907,5.1270060539245605,0.1712779700756073,2.53551983833313,29.9338321685791
10,self_attn.k_proj,0.0022265363950282335,0.007583865895867348,0.01534316223114729,0.026892980560660362,0.04183141142129898,0.06046934425830841,2.4529054164886475,0.16028882563114166,1.1325089931488037,15.303034782409668
10,self_attn.o_proj,3.7740861444035545e-05,0.0003144218062516302,0.001071017817594111,0.0026183724403381348,0.00525057315826416,0.009354953654110432,4.000180244445801,0.00017325834778603166,0.8653972744941711,23087.951171875
10,self_attn.q_proj,3.241500598960556e-05,0.00027617873274721205,0.0009617065079510212,0.002371276495978236,0.004797664005309343,0.008599135093390942,5.093615531921387,0.0002028177259489894,0.898689866065979,25114.251953125
10,self_attn.v_proj,0.018211131915450096,0.04376687481999397,0.07055509835481644,0.10239856690168381,0.13705207407474518,0.174264594912529,1.813334584236145,0.4571796655654907,1.1974486112594604,3.9663500785827637
11,mlp.down_proj,0.009904592297971249,0.026903541758656502,0.04705023020505905,0.07030197232961655,0.09640107303857803,0.12547025084495544,10.12425422668457,0.4265889525413513,2.510955333709717,23.733043670654297
11,mlp.gate_proj,0.01053423061966896,0.027458034455776215,0.04672989994287491,0.06850995123386383,0.09262998402118683,0.11936315894126892,15.064047813415527,0.49259987473487854,2.9322524070739746,30.580698013305664
11,mlp.up_proj,0.011567282490432262,0.03165090084075928,0.05465837940573692,0.08065392822027206,0.10941627621650696,0.14122091233730316,5.438181400299072,0.3926633596420288,2.5982229709625244,13.849474906921387
11,self_attn.k_proj,0.0025786012411117554,0.008752427063882351,0.017397694289684296,0.029618309810757637,0.04494745656847954,0.06365002691745758,2.5791330337524414,0.12201707810163498,1.1552848815917969,21.137475967407227
11,self_attn.o_proj,3.113781349384226e-05,0.0002590022631920874,0.0008849501609802246,0.0021620099432766438,0.00433587608858943,0.007723147049546242,4.253271579742432,0.00011527735478011891,0.8643425107002258,36895.984375
11,self_attn.q_proj,3.200737410224974e-05,0.0002731413405854255,0.0009453603997826576,0.0023326738737523556,0.00472884438931942,0.00850710365921259,5.43596076965332,6.492131797131151e-05,0.9138367176055908,83731.5234375
11,self_attn.v_proj,0.020273588597774506,0.04850839823484421,0.07796680182218552,0.11272402852773666,0.15017522871494293,0.18996687233448029,1.741706132888794,0.570834219455719,1.2113044261932373,3.051159381866455
12,mlp.down_proj,0.008876356296241283,0.024653801694512367,0.0438687764108181,0.06654690206050873,0.0923478975892067,0.12145410478115082,7.65577507019043,0.37819573283195496,2.4914865493774414,20.242891311645508
12,mlp.gate_proj,0.009300687350332737,0.024805186316370964,0.04265164956450462,0.06297613680362701,0.0855410173535347,0.1105988472700119,18.251300811767578,0.506413996219635,2.9510326385498047,36.04027557373047
12,mlp.up_proj,0.01135677844285965,0.031063629314303398,0.05378791317343712,0.07962559908628464,0.10826772451400757,0.13996227085590363,5.532715320587158,0.4001781940460205,2.5836620330810547,13.825629234313965
12,self_attn.k_proj,0.0017372268484905362,0.005631010513752699,0.011577596887946129,0.02057676948606968,0.032405659556388855,0.047363921999931335,2.9689295291900635,0.1386164128780365,1.1854246854782104,21.418312072753906
12,self_attn.o_proj,2.9094289857312106e-05,0.00024710563593544066,0.0008493202039971948,0.002091660862788558,0.0042158570140600204,0.007552428171038628,5.694422721862793,0.000544808863196522,0.8690047264099121,10452.1474609375
12,self_attn.q_proj,3.1142510124482214e-05,0.00026296626310795546,0.0008993628434836864,0.0022012849804013968,0.00442396430298686,0.007896572351455688,5.406567573547363,0.0001534067268949002,0.902062714099884,35243.35546875
12,self_attn.v_proj,0.023719262331724167,0.05562860518693924,0.0880054384469986,0.12555652856826782,0.16563637554645538,0.20774677395820618,1.4990273714065552,0.5513588786125183,1.1748493909835815,2.7187869548797607
